/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
1830	25.60110		24.60570	0.44654	0.0487	0.2943	52.08
1831	25.67090		24.66960	0.43985	0.0507	0.2939	52.32
1832	25.73800		24.73360	0.42376	0.0514	0.2938	52.55
1833	25.80420		24.79560	0.39427	0.0488	0.2935	52.79
1834	25.87400		24.85460	0.40485	0.0502	0.2932	52.98
1835	25.94200		24.91310	0.37262	0.0583	0.2929	53.14
1836	26.00050		24.97110	0.40429	0.0557	0.2926	53.29
1837	26.06180		25.02850	0.41815	0.0634	0.2924	53.40
1838	26.11580		25.09050	0.44739	0.0650	0.2921	53.48
1839	26.16850		25.15590	0.44529	0.0682	0.2918	53.56
1840	26.21870		25.22420	0.40838	0.0612	0.2915	53.65
1841	26.27480		25.29020	0.43050	0.0613	0.2912	53.73
1842	26.33080		25.35370	0.44545	0.0572	0.2910	53.83
1843	26.39090		25.42020	0.44481	0.0657	0.2907	53.91
1844	26.44330		25.48830	0.43085	0.0546	0.2904	54.01
1845	26.50630		25.55540	0.45099	0.0556	0.2902	54.11
1846	26.56840		25.62200	0.43251	0.0562	0.2900	54.21
1847	26.62970		25.68970	0.42595	0.0574	0.2897	54.30
1848	26.68990		25.75570	0.44774	0.0595	0.2894	54.39
1849	26.74800		25.82210	0.43358	0.0581	0.2892	54.48
1850	26.80740		25.89080	0.37170	0.0599	0.2889	54.55
1851	26.86530		25.95600	0.38742	0.0624	0.2886	54.63
1852	26.92080		26.01480	0.33915	0.0590	0.2884	54.70
1853	26.97960		26.07410	0.32893	0.0582	0.2881	54.77
1854	27.03930		26.12750	0.31148	0.0606	0.2878	54.83
1855	27.09660		26.17950	0.34531	0.0558	0.2875	54.89
1856	27.15890		26.23080	0.34268	0.0592	0.2874	54.95
1857	27.21770		26.28650	0.36494	0.0602	0.2870	55.00
1858	27.27560		26.34360	0.31668	0.0560	0.2868	55.07
1859	27.33780		26.40170	0.37913	0.0603	0.2866	55.12
1860	27.39570		26.45610	0.37167	0.0560	0.2863	55.19
1861	27.45810		26.51870	0.36627	0.0777	0.2860	55.23
1862	27.50310		26.58070	0.35866	0.0974	0.2858	55.26
1863	27.53900		26.64220	0.34590	0.1046	0.2855	55.29
1864	27.57250		26.70230	0.35381	0.1140	0.2852	55.33
1865	27.60330		26.76090	0.34383	0.1026	0.2849	55.39
1866	27.63750		26.82010	0.33054	0.1082	0.2847	55.44
1867	27.67000		26.87730	0.34989	0.1224	0.2844	55.51
1868	27.69870		26.93340	0.35499	0.1265	0.2840	55.58
1869	27.72650		26.99250	0.34200	0.0704	0.2837	55.68
1870	27.77660		27.05080	0.37223	0.0569	0.2834	55.81
1871	27.83860		27.10790	0.35225	0.0554	0.2831	55.95
1872	27.90240		27.16830	0.34793	0.0609	0.2830	56.07
1873	27.96050		27.22540	0.37427	0.0552	0.2827	56.21
1874	28.02450		27.28260	0.34816	0.0532	0.2824	56.33
1875	28.09110		27.34320	0.37408	0.0541	0.2821	56.49
1876	28.15660		27.39980	0.26943	0.0550	0.2819	56.67
1877	28.22110		27.45930	0.26819	0.0564	0.2816	56.83
1878	28.28400		27.50300	0.21324	0.0586	0.2813	56.97
1879	28.34460		27.53810	0.19799	0.0602	0.2810	57.28
1880	28.40380		27.56930	0.18140	0.0584	0.2807	57.64
1881	28.46480		27.59770	0.20104	0.0658	0.2806	57.88
1882	28.51890		27.62940	0.19091	0.0756	0.2803	58.08
1883	28.56610		27.66080	0.16927	0.0954	0.2801	58.25
1884	28.60360		27.68970	0.16423	0.1062	0.2798	58.40
1885	28.63720		27.71700	0.29520	0.1004	0.2796	58.58
1886	28.67280		27.75770	0.36679	0.1165	0.2793	58.75
1887	28.70360		27.81310	0.37869	0.1067	0.2790	58.94
1888	28.73720		27.87400	0.34665	0.1240	0.2788	59.13
1889	28.76610		27.93240	0.38460	0.1203	0.2785	59.34
1890	28.79590		27.99080	0.40255	0.1149	0.2783	59.57
1891	28.82720		28.05270	0.39939	0.0789	0.2780	59.88
1892	28.87280		28.11410	0.39617	0.0598	0.2777	59.89
1893	28.93300		28.18020	0.39155	0.0585	0.2774	59.94
1894	28.99450		28.24450	0.38342	0.0516	0.2772	59.99
1895	29.06440		28.30650	0.38108	0.0514	0.2769	60.07
1896	29.13460		28.36640	0.40053	0.0499	0.2766	60.14
1897	29.20700		28.42610	0.36332	0.0514	0.2763	60.22
1898	29.27750		28.48440	0.32226	0.0537	0.2761	60.25
1899	29.34490		28.53630	0.25921	0.0488	0.2757	60.22
1900	29.41930		28.58090	0.23567	0.0467	0.2754	60.15
1901	29.49710		28.61820	0.25152	0.0528	0.2752	60.07
1902	29.56590		28.65400	0.21721	0.0494	0.2748	59.82
1903	29.63950		28.69010	0.23627	0.0505	0.2744	59.54
1904	29.71170		28.72580	0.20255	0.0524	0.2742	59.25
1905	29.78130		28.75900	0.20731	0.0535	0.2739	58.93
1906	29.84960		28.79180	0.21508	0.0541	0.2735	58.66
1907	29.91720		28.82570	0.40872	0.0545	0.2733	58.44
1908	29.98430		28.87430	0.41312	0.0526	0.2730	58.20
1909	30.05400		28.93970	0.46256	0.0516	0.2727	58.04
1910	30.12500		29.00650	0.45959	0.0518	0.2725	57.96
1911	30.19580		29.07860	0.46811	0.0521	0.2722	57.90
1912	30.26630		29.15170	0.45017	0.0510	0.2719	57.84
1913	30.33840		29.22610	0.42624	0.0466	0.2717	57.78
1914	30.41730		29.29760	0.46528	0.0560	0.2714	57.72
1915	30.48300		29.36970	0.48359	0.0588	0.2711	57.67
1916	30.54570		29.44760	0.42577	0.0636	0.2709	57.63
1917	30.60380		29.52370	0.45415	0.0666	0.2706	57.60
1918	30.65930		29.59620	0.44426	0.0792	0.2703	57.58
1919	30.70600		29.67100	0.42812	0.0699	0.2700	57.56
1920	30.75900		29.74360	0.41939	0.0663	0.2697	57.52
1921	30.81490		29.81470	0.41502	0.0625	0.2693	57.49
1922	30.87430		29.88440	0.41335	0.0572	0.2691	57.48
1923	30.93930		29.95270	0.42932	0.0590	0.2688	57.48
1924	31.00230		30.02250	0.43852	0.0611	0.2685	57.47
1925	31.06320		30.09420	0.43766	0.0607	0.2683	57.46
1926	31.12460		30.16610	0.43494	0.0557	0.2681	57.45
1927	31.19160		30.23820	0.44316	0.0601	0.2678	57.42
1928	31.25380		30.31130	0.48216	0.0570	0.2674	57.38
1929	31.31930		30.39000	0.39823	0.0563	0.2672	57.32
1930	31.38580		30.46210	0.37498	0.0561	0.2669	57.24
1931	31.45250		30.52830	0.34263	0.0562	0.2666	57.15
1932	31.51930		30.59000	0.32302	0.0612	0.2665	57.04
1933	31.58060		30.64810	0.26874	0.0605	0.2662	56.94
1934	31.64270		30.69860	0.29980	0.0645	0.2660	56.82
1935	31.70100		30.75310	0.31148	0.0600	0.2657	56.70
1936	31.76370		30.81130	0.32498	0.0590	0.2655	56.57
1937	31.82760		30.87310	0.33821	0.0588	0.2652	56.44
1938	31.89170		30.94110	0.32069	0.0623	0.2649	56.32
1939	31.95230		31.00710	0.31853	0.0688	0.2647	56.21
1940	32.00720		31.07050	0.34341	0.0810	0.2644	56.12
1941	32.05390		31.13520	0.31634	0.0887	0.2641	56.06
1942	32.09650		31.20360	0.33136	0.0917	0.2638	55.97
1943	32.13790		31.26900	0.33406	0.0931	0.2635	55.86
1944	32.17860		31.33800	0.33472	0.0934	0.2632	55.77
1945	32.21930		31.40740	0.33423	0.1059	0.2628	55.70
1946	32.25520		31.47660	0.30723	0.1048	0.2626	55.65
1947	32.29160		31.54300	0.31143	0.1022	0.2623	55.61
1948	32.32890		31.60630	0.29330	0.1135	0.2620	55.57
1949	32.36250		31.66850	0.31648	0.1136	0.2616	55.53
1950	32.39620		31.73070	0.32278	0.1172	0.2613	55.48
1951	32.42890		31.79590	0.32531	0.1066	0.2610	55.44
1952	32.46480		31.86170	0.30893	0.0589	0.2606	55.35
1953	32.53000		31.92640	0.28249	0.0592	0.2603	55.28
1954	32.59490		31.98580	0.24291	0.0567	0.2601	55.20
1955	32.66260		32.03710	0.22408	0.0556	0.2598	55.07
1956	32.73190		32.08340	0.21817	0.0541	0.2595	54.92
1957	32.80300		32.12750	0.21587	0.0592	0.2593	54.77
1958	32.86820		32.17050	0.21565	0.0540	0.2589	54.78
1959	32.93980		32.21190	0.18965	0.0557	0.2587	54.78
1960	33.00920		32.24910	0.19008	0.0518	0.2583	54.76
1961	33.08390		32.28630	0.19238	0.0540	0.2580	54.72
1962	33.15570		32.32450	0.17089	0.0539	0.2578	54.66
1963	33.22770		32.35960	0.16804	0.0593	0.2574	54.58
1964	33.29320		32.39460	0.16084	0.0767	0.2571	54.53
1965	33.34390		32.42820	0.31630	0.1004	0.2569	54.48
1966	33.38260		32.46500	0.31222	0.1049	0.2566	54.44
1967	33.41980		32.53210	0.32395	0.1037	0.2563	54.39
1968	33.45740		32.59900	0.32906	0.1166	0.2560	54.35
1969	33.49090		32.66880	0.33695	0.1113	0.2557	54.32
1970	33.52600		32.73990	0.30780	0.1080	0.2553	54.30
1971	33.56230		32.81180	0.33762	0.1095	0.2550	54.31
1972	33.59810		32.87890	0.32725	0.1212	0.2547	54.33
1973	33.63050		32.95090	0.35325	0.1217	0.2544	54.36
1974	33.66280		33.02170	0.34006	0.0750	0.2542	54.43
1975	33.71520		33.09550	0.34382	0.0696	0.2539	54.52
1976	33.77180		33.16670	0.31576	0.0677	0.2537	54.63
1977	33.83010		33.23710	0.24734	0.0650	0.2534	54.73
1978	33.89080		33.29990	0.19165	0.0617	0.2532	54.82
1979	33.95470		33.34850	0.18589	0.0606	0.2529	54.90
1980	34.02000		33.38690	0.19003	0.0580	0.2526	54.96
1981	34.08830		33.42420	0.17032	0.0591	0.2524	54.97
1982	34.15530		33.46160	0.17874	0.0609	0.2521	54.89
1983	34.22050		33.49660	0.18406	0.0618	0.2518	54.79
1984	34.28470		33.53350	0.18049	0.0610	0.2515	54.66
1985	34.35000		33.57140	0.16146	0.0671	0.2513	54.53
1986	34.40930		33.60780	0.15821	0.0567	0.2510	54.36
1987	34.47960		33.64210	0.24989	0.0569	0.2507	54.18
1988	34.54970		33.68460	0.26192	0.0593	0.2504	53.98
1989	34.61710		33.74250	0.26128	0.0705	0.2501	53.80
1990	34.67380		33.80350	0.26449	0.0850	0.2499	53.63
1991	34.72090		33.86640	0.27192	0.1043	0.2496	53.48
1992	34.75930		33.93250	0.27177	0.1027	0.2493	53.37
1993	34.79840		34.00000	0.27838	0.0969	0.2491	53.26
1994	34.83980		34.07020	0.26789	0.0932	0.2488	53.14
1995	34.88290		34.14060	0.25527	0.0979	0.2486	53.03
1996	34.92400		34.20870	0.24712	0.0900	0.2483	52.93
1997	34.96880		34.27570	0.24692	0.1029	0.2480	52.84
1998	35.00790		34.34320	0.22213	0.0990	0.2477	52.77
1999	35.04870		34.40510	0.26073	0.1055	0.2474	52.72
2000	35.08710		34.47660	0.25835	0.1068	0.2472	52.68
2001	35.12490		34.54800	0.24767	0.1097	0.2469	52.67
2002	35.16190		34.61680	0.17347	0.1116	0.2466	52.67
2003	35.19820		34.67430	0.14230	0.1127	0.2463	52.69
2004	35.23420		34.72170	0.14550	0.1134	0.2460	52.73
2005	35.27010		34.76040	0.15547	0.1119	0.2457	52.79
2006	35.30640		34.79960	0.16355	0.1101	0.2455	52.86
2007	35.34340		34.84070	0.15807	0.1129	0.2452	52.95
2008	35.37950		34.88350	0.17442	0.1183	0.2449	53.05
2009	35.41400		34.92430	0.17718	0.1001	0.2447	53.16
2010	35.45490		34.96850	0.15846	0.0777	0.2444	53.28
2011	35.50760		35.00720	0.16919	0.0612	0.2442	53.40
2012	35.57450		35.04720	0.16443	0.0603	0.2439	53.53
2013	35.64250		35.08490	0.16812	0.0626	0.2436	53.66
2014	35.70810		35.12230	0.16902	0.0589	0.2434	53.77
2015	35.77790		35.15860	0.17098	0.0594	0.2431	53.87
2016	35.84710		35.19460	0.17358	0.0603	0.2429	53.96
2017	35.91540		35.23030	0.17563	0.0604	0.2427	54.02
2018	35.98370		35.26620	0.18017	0.0607	0.2425	54.07
2019	36.05160		35.30240	0.18445	0.0585	0.2422	54.16
2020	36.12220		35.33900	0.18089	0.0611	0.2420	54.33
2021	36.18980		35.37410	0.17262	0.0646	0.2418	54.48
2022	36.25380		35.40810	0.20266	0.0627	0.2415	54.61
2023	36.31990		35.44710	0.25819	0.0677	0.2414	54.71
2024	36.38100		35.49680	0.32278	0.0808	0.2411	54.75
2025	36.43240		35.56110	0.32280	0.0735	0.2409	54.75
2026	36.48890		35.62960	0.30427	0.0697	0.2406	54.74
2027	36.54850		35.69690	0.31466	0.0785	0.2403	54.68
2028	36.60150		35.76810	0.30391	0.0896	0.2401	54.58
2029	36.64790		35.83980	0.29171	0.0865	0.2398	54.50
2030	36.69610		35.91070	0.28343	0.0929	0.2395	54.41
2031	36.74110		35.98150	0.28490	0.0968	0.2393	54.32
2032	36.78420		36.05160	0.26544	0.1089	0.2390	54.23
2033	36.82260		36.12480	0.24425	0.0832	0.2387	54.15
2034	36.87300		36.19450	0.24380	0.0859	0.2385	54.07
2035	36.92180		36.26060	0.21829	0.0930	0.2382	53.99
2036	36.96690		36.32830	0.17733	0.0944	0.2379	53.93
2037	37.01150		36.38980	0.18889	0.0888	0.2377	53.86
2038	37.05880		36.44350	0.19229	0.0935	0.2374	53.81
2039	37.10390		36.50240	0.16562	0.1138	0.2371	53.75
2040	37.14090		36.56210	0.14130	0.1119	0.2368	53.70
2041	37.17870		36.61460	0.14564	0.1119	0.2366	53.72
2042	37.21650		36.66200	0.13524	0.1171	0.2363	53.74
2043	37.25260		36.70960	0.12937	0.1138	0.2361	53.78
2044	37.28980		36.75420	0.11488	0.1106	0.2359	53.83
2045	37.32820		36.79590	0.14928	0.1100	0.2356	53.87
2046	37.36670		36.83810	0.14447	0.1213	0.2354	53.97
2047	37.40180		36.88750	0.13360	0.1198	0.2351	54.07
2048	37.43730		36.93480	0.13180	0.1246	0.2349	54.17
2049	37.47150		36.97910	0.14005	0.1225	0.2347	54.28
2050	37.50630		37.02390	0.13331	0.1222	0.2344	54.39
2051	37.54120		37.07010	0.10987	0.1308	0.2342	54.50
2052	37.57380		37.11250	0.11187	0.1214	0.2339	54.63
2053	37.60900		37.14920	0.11190	0.1299	0.2337	54.74
2054	37.64200		37.18660	0.10711	0.1274	0.2334	54.87
2055	37.67560		37.22350	0.11017	0.1191	0.2332	55.01
2056	37.71160		37.25900	0.11331	0.1176	0.2329	55.16
2057	37.74810		37.29560	0.11391	0.1301	0.2327	55.31
2058	37.78120		37.33320	0.10347	0.1266	0.2324	55.47
2059	37.81520		37.37060	0.10477	0.1277	0.2322	55.65
2060	37.84890		37.40460	0.10083	0.1357	0.2319	55.83
2061	37.88070		37.43910	0.10261	0.1247	0.2316	56.02
2062	37.91530		37.47230	0.10260	0.1357	0.2315	56.22
2063	37.94710		37.50580	0.10296	0.1302	0.2312	56.44
2064	37.98040		37.53950	0.09639	0.1439	0.2310	56.65
2065	38.01050		37.57100	0.10393	0.1324	0.2309	56.89
2066	38.04320		37.60440	0.09944	0.1466	0.2306	57.22
2067	38.07280		37.63550	0.10397	0.1507	0.2304	57.58
2068	38.10160		37.66670	0.11379	0.1380	0.2302	57.96
2069	38.13300		37.69930	0.11841	0.1237	0.2301	58.38
2070	38.16820		37.73240	0.11026	0.0725	0.2298	58.93
2071	38.22820		37.76320	0.11873	0.0738	0.2296	59.62
2072	38.28730		37.79170	0.12313	0.0692	0.2295	60.35
2073	38.35020		37.82020	0.12855	0.0666	0.2293	61.13
2074	38.41570		37.84840	0.12632	0.0651	0.2292	61.93
2075	38.48280		37.87450	0.14261	0.0678	0.2290	62.73
2076	38.54720		37.90270	0.13540	0.0619	0.2289	63.59
2077	38.61780		37.92940	0.14528	0.0654	0.2288	64.47
2078	38.68460		37.95530	0.13451	0.0685	0.2287	65.28
2079	38.74840		37.98250	0.13637	0.0630	0.2287	66.03
2080	38.81790		38.00750	0.14927	0.0650	0.2285	66.72
2081	38.88530		38.03510	0.13541	0.0720	0.2285	67.29
2082	38.94600		38.06170	0.13122	0.0666	0.2283	67.82
2083	39.01180		38.08750	0.14173	0.0593	0.2283	68.35
2084	39.08560		38.11400	0.15556	0.0656	0.2283	68.75
2085	39.15240		38.14370	0.25933	0.0636	0.2282	69.12
2086	39.22130		38.18190	0.24903	0.0603	0.2282	69.49
2087	39.29400		38.23680	0.25902	0.0643	0.2282	69.84
2088	39.36220		38.29120	0.25191	0.0616	0.2282	70.13
2089	39.43330		38.35020	0.25401	0.0601	0.2282	70.37
2090	39.50620		38.41180	0.25090	0.0604	0.2281	70.58
2091	39.57880		38.47610	0.23167	0.0571	0.2281	70.81
2092	39.65550		38.53760	0.24302	0.0571	0.2280	71.05
2093	39.73240		38.60360	0.21986	0.0568	0.2279	71.32
2094	39.80960		38.66790	0.20161	0.0700	0.2278	71.52
2095	39.87240		38.72990	0.20997	0.0717	0.2277	71.74
2096	39.93360		38.79440	0.19574	0.0885	0.2276	71.91
2097	39.98320		38.86070	0.16968	0.0909	0.2277	72.09
2098	40.03160		38.92100	0.17554	0.0951	0.2277	72.26
2099	40.07780		38.98210	0.20266	0.0818	0.2276	72.30
2100	40.13140		39.05170	0.19024	0.0718	0.2277	72.32
2101	40.19260		39.12130	0.20218	0.0699	0.2277	72.32
2102	40.25540		39.18910	0.21767	0.0743	0.2276	72.28
2103	40.31460		39.26110	0.20838	0.0662	0.2276	72.23
2104	40.38090		39.33210	0.22011	0.0647	0.2275	72.12
2105	40.44890		39.40420	0.22683	0.0679	0.2275	71.96
2106	40.51360		39.47890	0.22604	0.0673	0.2275	71.78
2107	40.57890		39.55490	0.23850	0.0707	0.2276	71.56
2108	40.64100		39.63360	0.23758	0.0684	0.2277	71.35
2109	40.70520		39.71340	0.23700	0.0680	0.2277	71.11
2110	40.76980		39.79460	0.19072	0.0727	0.2279	70.87
2111	40.83020		39.86290	0.18445	0.0748	0.2281	70.67
2112	40.88880		39.92650	0.14829	0.0809	0.2281	70.47
2113	40.94300		39.97970	0.14330	0.0934	0.2281	70.32
2114	40.98990		40.02950	0.13626	0.0883	0.2281	70.25
2115	41.03960		40.07670	0.15750	0.0948	0.2281	70.23
2116	41.08580		40.13030	0.17891	0.1013	0.2281	70.24
2117	41.12910		40.19140	0.18410	0.1020	0.2282	70.31
2118	41.17210		40.25260	0.17435	0.1088	0.2282	70.45
2119	41.21240		40.31010	0.19655	0.1103	0.2283	70.63
2120	41.25210		40.37270	0.20306	0.1101	0.2283	70.87
2121	41.29190		40.43670	0.19545	0.1083	0.2284	71.17
2122	41.33230		40.49710	0.19943	0.1244	0.2284	71.51
2123	41.36750		40.55720	0.19551	0.1118	0.2284	71.65
2124	41.40670		40.61840	0.21071	0.0734	0.2282	71.80
2125	41.46640		40.68060	0.22342	0.0666	0.2280	72.14
2126	41.53220		40.74080	0.22089	0.0610	0.2278	72.54
2127	41.60420		40.79850	0.22743	0.0626	0.2277	73.09
2128	41.67430		40.85100	0.22196	0.0596	0.2277	73.57
2129	41.74810		40.90230	0.20170	0.0604	0.2274	73.97
2130	41.82090		40.95130	0.22199	0.0596	0.2275	74.23
2131	41.89480		40.99570	0.21344	0.0581	0.2276	74.33
2132	41.97040		41.04340	0.20400	0.0613	0.2277	74.24
2133	42.04210		41.08990	0.20455	0.0585	0.2280	73.93
2134	42.11710		41.13540	0.19189	0.0593	0.2283	73.43
2135	42.19100		41.18150	0.18633	0.0737	0.2284	72.76
2136	42.25040		41.22760	0.18306	0.0764	0.2283	72.06
2137	42.30770		41.27390	0.18160	0.0761	0.2283	71.31
2138	42.36530		41.32110	0.15391	0.0795	0.2281	70.52
2139	42.42040		41.36440	0.25298	0.0788	0.2281	69.75
2140	42.47610		41.41210	0.27040	0.0774	0.2281	68.98
2141	42.53270		41.48410	0.28629	0.0791	0.2278	68.20
2142	42.58820		41.56550	0.26967	0.0806	0.2276	67.35
2143	42.64270		41.65140	0.27528	0.0796	0.2272	66.69
2144	42.69800		41.73720	0.26852	0.0783	0.2268	66.11
2145	42.75430		41.82130	0.26902	0.0919	0.2264	65.65
2146	42.80240		41.90530	0.25229	0.1019	0.2263	65.35
2147	42.84570		41.98570	0.26272	0.0989	0.2262	65.15
2148	42.89050		42.06200	0.25905	0.0987	0.2262	65.02
2149	42.93520		42.13860	0.20962	0.1009	0.2263	64.97
2150	42.97900		42.20870	0.20424	0.1048	0.2262	65.01
2151	43.02120		42.26750	0.20769	0.1050	0.2261	65.10
2152	43.06340		42.32390	0.20224	0.1122	0.2259	65.26
2153	43.10280		42.37950	0.20767	0.1100	0.2258	65.45
2154	43.14310		42.43260	0.21585	0.1061	0.2257	65.69
2155	43.18490		42.48600	0.21656	0.1071	0.2256	65.97
2156	43.22630		42.53930	0.21813	0.1075	0.2253	66.28
2157	43.26750		42.59180	0.22690	0.0791	0.2247	66.45
2158	43.32380		42.64660	0.23901	0.0613	0.2241	66.68
2159	43.39660		42.70100	0.21334	0.0602	0.2236	67.03
2160	43.47090		42.75500	0.22241	0.0555	0.2231	67.34
2161	43.55170		42.80140	0.20861	0.0578	0.2226	67.62
2162	43.62950		42.84360	0.22173	0.0578	0.2220	67.76
2163	43.70740		42.88850	0.22665	0.0599	0.2214	67.76
2164	43.78280		42.93520	0.21595	0.0603	0.2209	67.57
2165	43.85790		42.98230	0.21646	0.0606	0.2205	67.26
2166	43.93280		43.02850	0.20236	0.0602	0.2202	66.88
2167	44.00820		43.07430	0.20480	0.0576	0.2200	66.41
2168	44.08710		43.11860	0.21012	0.0614	0.2197	65.99
2169	44.16120		43.16400	0.20480	0.0666	0.2195	65.53
2170	44.22960		43.21050	0.20053	0.0673	0.2191	65.05
2171	44.29740		43.25700	0.26755	0.0781	0.2189	64.59
2172	44.35590		43.31620	0.33892	0.0855	0.2184	64.16
2173	44.40940		43.39550	0.36949	0.0867	0.2181	63.76
2174	44.46230		43.47850	0.34907	0.0785	0.2178	63.37
2175	44.52080		43.56720	0.34303	0.0672	0.2173	62.96
2176	44.58930		43.65420	0.32572	0.0744	0.2170	62.57
2177	44.65130		43.73910	0.31869	0.0719	0.2167	62.21
2178	44.71540		43.82180	0.31242	0.0795	0.2162	61.89
2179	44.77360		43.90420	0.31000	0.0739	0.2159	61.58
2180	44.83630		43.98600	0.31947	0.0768	0.2155	61.29
2181	44.89670		44.07060	0.29596	0.0775	0.2151	61.03
2182	44.95680		44.15180	0.26962	0.0834	0.2146	60.79
2183	45.01260		44.22640	0.22784	0.0822	0.2143	60.57
2184	45.06940		44.29840	0.20631	0.0794	0.2141	60.36
2185	45.12820		44.36000	0.20161	0.0763	0.2138	60.28
2186	45.18940		44.41530	0.22039	0.0809	0.2136	60.19
2187	45.24730		44.47070	0.25462	0.0834	0.2134	60.06
2188	45.30350		44.53310	0.22728	0.0819	0.2132	59.91
2189	45.36080		44.60330	0.23233	0.0928	0.2132	59.83
2190	45.41130		44.66710	0.20778	0.0974	0.2130	59.74
2191	45.45950		44.73140	0.21977	0.1010	0.2127	59.64
2192	45.50610		44.79320	0.20778	0.0958	0.2123	59.54
2193	45.55530		44.85800	0.20199	0.1007	0.2120	59.41
2194	45.60210		44.92100	0.18378	0.0978	0.2117	59.26
2195	45.65040		44.98220	0.18210	0.1015	0.2113	59.09
2196	45.69700		45.04180	0.18404	0.1037	0.2111	58.93
2197	45.74270		45.10240	0.18693	0.1107	0.2108	58.77
2198	45.78560		45.16560	0.17291	0.1036	0.2105	58.64
2199	45.83140		45.22740	0.16728	0.1032	0.2103	58.66
2200	45.87750		45.28460	0.17005	0.0986	0.2101	58.69
